part_number,product_url
POG 11 + ESL 93,https://www.baumer.com/us/en/product-overview/rotary-encoders-angle-sensors/heavyduty-combinations/double-combinations/pog-11-esl-93/p/29326
POG 11 + FSL,https://www.baumer.com/us/en/product-overview/rotary-encoders-angle-sensors/heavyduty-combinations/incremental-encoder-with-speed-switch/pog-11-fsl/p/29328
POG 11 G,https://www.baumer.com/us/en/product-overview/rotary-encoders-angle-sensors/heavyduty-encoders-incremental/solid-shaft-with-euro-flange-b10/pog-11-g/p/29330
HOG 16 + DSL,https://www.baumer.com/us/en/product-overview/rotary-encoders-angle-sensors/heavyduty-combinations/double-combinations/hog-16-dsl/p/29299
HOG 165 + DSL,https://www.baumer.com/us/en/product-overview/rotary-encoders-angle-sensors/heavyduty-combinations/double-combinations/hog-165-dsl/p/29302
HMG10-B - Incremental,https://www.baumer.com/us/en/product-overview/rotary-encoders-angle-sensors/heavyduty-encoders-incremental/complete-portfolio-of-hollow-shaft-designs-/hmg10-b---incremental/p/38458
HMG10-T - Incremental,https://www.baumer.com/us/en/product-overview/rotary-encoders-angle-sensors/heavyduty-encoders-incremental/complete-portfolio-of-hollow-shaft-designs-/hmg10-t---incremental/p/38540
HOG 86,https://www.baumer.com/us/en/product-overview/rotary-encoders-angle-sensors/heavyduty-encoders-incremental/hog86-pog86/hog-86/p/29138
HOG 86 + FSL,https://www.baumer.com/us/en/product-overview/rotary-encoders-angle-sensors/heavyduty-encoders-incremental/hog86-pog86/hog-86-fsl/p/29307
HOG 86 M,https://www.baumer.com/us/en/product-overview/rotary-encoders-angle-sensors/heavyduty-encoders-incremental/hog86-pog86/hog-86-m/p/29144
HOG 86E,https://www.baumer.com/us/en/product-overview/rotary-encoders-angle-sensors/heavyduty-encoders-incremental/hog86-pog86/hog-86e/p/29150
HOGS 100 S,https://www.baumer.com/us/en/product-overview/rotary-encoders-angle-sensors/functional-safety-encoders/sil2-heavyduty-encoder-incremental/hogs-100-s/p/29182
PMG10 - Incremental,https://www.baumer.com/us/en/product-overview/rotary-encoders-angle-sensors/heavyduty-encoders-incremental/complete-portfolio-of-solid-shaft-designs/pmg10---incremental/p/38687
POG 86,https://www.baumer.com/us/en/product-overview/rotary-encoders-angle-sensors/heavyduty-encoders-incremental/hog86-pog86/pog-86/p/29169
POG 86 + FSL,https://www.baumer.com/us/en/product-overview/rotary-encoders-angle-sensors/heavyduty-encoders-incremental/hog86-pog86/pog-86-fsl/p/29332
POG 86 G,https://www.baumer.com/us/en/product-overview/rotary-encoders-angle-sensors/heavyduty-encoders-incremental/hog86-pog86/pog-86-g/p/29334
POG 86E,https://www.baumer.com/us/en/product-overview/rotary-encoders-angle-sensors/heavyduty-encoders-incremental/hog86-pog86/pog-86e/p/29171
EExOG 9 S,https://www.baumer.com/us/en/product-overview/rotary-encoders-angle-sensors/heavyduty-encoders-incremental/sincos/eexog-9-s/p/29178
HOG 9,https://www.baumer.com/us/en/product-overview/rotary-encoders-angle-sensors/heavyduty-encoders-incremental/hog9-pog9/hog-9/p/29152
HOG 9 G,https://www.baumer.com/us/en/product-overview/rotary-encoders-angle-sensors/heavyduty-encoders-incremental/hog9-pog9/hog-9-g/p/29311
OG 9,https://www.baumer.com/us/en/product-overview/rotary-encoders-angle-sensors/heavyduty-encoders-incremental/hog9-pog9/short-mounting-depth-low-profile/og-9/p/29163
POG 9,https://www.baumer.com/us/en/product-overview/rotary-encoders-angle-sensors/heavyduty-encoders-incremental/hog9-pog9/pog-9/p/29173
POG 9 + ESL 90,https://www.baumer.com/us/en/product-overview/rotary-encoders-angle-sensors/heavyduty-encoders-incremental/hog9-pog9/pog-9-esl-90/p/29336
